Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
24.06.2026, 01:11:53;Brahmaparuss;Doswiadczenie;194.389.367 / 194.444.715;194.391.930 / 194.444.715;2563
24.06.2026, 01:11:53;Brahmaparuss;Walki;96.465;96.470;5
24.06.2026, 01:11:55;lux;Doswiadczenie;113.161.957 / 113.197.575;113.172.217 / 113.197.575;10260
24.06.2026, 01:11:55;lux;Zrabowane dobra;178.773.403.920 krwi;178.802.715.893 krwi;29311973
24.06.2026, 06:35:18;Brahmaparuss;Doswiadczenie;194.391.930 / 194.444.715;194.704.213 / 194.756.645;312283
24.06.2026, 06:35:18;Brahmaparuss;Zwinnosc;3492;3493;1
24.06.2026, 06:35:18;Brahmaparuss;Walki;96.470;96.478;8
24.06.2026, 06:35:18;Brahmaparuss;Zrabowane dobra;285.762.148.441 krwi;286.056.958.983 krwi;294810542
24.06.2026, 06:35:19;Gawron;Doswiadczenie;123.338.379 / 123.360.410;123.343.346 / 123.360.410;4967
24.06.2026, 06:35:20;lux;Doswiadczenie;113.172.217 / 113.197.575;113.176.975 / 113.197.575;4758
24.06.2026, 06:35:21;XTurek;Doswiadczenie;405.944.229 / 405.999.615;406.277.330 / 406.360.140;333101
24.06.2026, 06:35:21;XTurek;Obrona;3256;3258;2
24.06.2026, 06:35:21;XTurek;Zrabowane dobra;816.697.684.721 mięsa;817.064.829.116 mięsa;367144395
24.06.2026, 06:35:22;Viktor;Doswiadczenie;145.483.879 / 145.535.520;145.542.291 / 145.589.475;58412
24.06.2026, 06:35:22;Viktor;Wytrzymalosc;2418;2419;1
24.06.2026, 06:35:22;Viktor;Walki;49.994;49.995;1
24.06.2026, 06:35:22;Viktor;Zrabowane dobra;251.006.605.222 krwi;251.050.062.852 krwi;43457630
24.06.2026, 06:35:23;PEON;Doswiadczenie;145.994.942 / 146.021.480;146.000.754 / 146.021.480;5812
24.06.2026, 06:35:23;PEON;Zrabowane dobra;299.121.367.992 mięsa;299.123.078.532 mięsa;1710540
24.06.2026, 10:00:29;Brahmaparuss;Doswiadczenie;194.704.213 / 194.756.645;194.793.981 / 194.819.060;89768
24.06.2026, 10:00:29;Brahmaparuss;Walki;96.478;96.484;6
24.06.2026, 10:00:29;Brahmaparuss;Zrabowane dobra;286.056.958.983 krwi;286.123.381.344 krwi;66422361
24.06.2026, 10:00:31;Gawron;Doswiadczenie;123.343.346 / 123.360.410;123.447.963 / 123.459.770;104617
24.06.2026, 10:00:31;Gawron;Sila;2517;2518;1
24.06.2026, 10:00:31;Gawron;Zwinnosc;2284;2285;1
24.06.2026, 10:00:31;Gawron;Walki;57.174;57.175;1
24.06.2026, 10:00:31;Gawron;Zrabowane dobra;188.867.435.152 krwi;189.003.911.981 krwi;136476829
24.06.2026, 10:00:32;lux;Doswiadczenie;113.176.975 / 113.197.575;113.281.936 / 113.292.760;104961
24.06.2026, 10:00:32;lux;Zwinnosc;2126;2127;1
24.06.2026, 10:00:32;lux;Charyzma;1905;1906;1
24.06.2026, 10:00:32;lux;Walki;105.780;105.784;4
24.06.2026, 10:00:32;lux;Zrabowane dobra;178.802.715.893 krwi;178.942.442.245 krwi;139726352
24.06.2026, 10:00:32;XTurek;Doswiadczenie;406.277.330 / 406.360.140;406.675.827 / 406.720.820;398497
24.06.2026, 10:00:32;XTurek;Obrona;3258;3259;1
24.06.2026, 10:00:32;XTurek;Zrabowane dobra;817.064.829.116 mięsa;817.418.681.139 mięsa;353852023
24.06.2026, 10:00:33;Viktor;Doswiadczenie;145.542.291 / 145.589.475;145.673.273 / 145.697.415;130982
24.06.2026, 10:00:33;Viktor;Wytrzymalosc;2419;2420;1
24.06.2026, 10:00:33;Viktor;Walki;49.995;50.007;12
24.06.2026, 10:00:33;Viktor;Zrabowane dobra;251.050.062.852 krwi;251.147.972.046 krwi;97909194
24.06.2026, 10:00:34;PEON;Doswiadczenie;146.000.754 / 146.021.480;146.007.358 / 146.021.480;6604
24.06.2026, 10:00:34;PEON;Charyzma;1774;1775;1
24.06.2026, 10:00:34;PEON;Walki;30.700;30.702;2
24.06.2026, 10:00:34;PEON;Zrabowane dobra;299.123.078.532 mięsa;299.128.109.532 mięsa;5031000
