Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
02.08.2026, 00:30:09;Brahmaparuss;Doswiadczenie;242.361.125 / 242.423.805;242.520.687 / 242.563.090;159562
02.08.2026, 00:30:09;Brahmaparuss;Wytrzymalosc;3325;3326;1
02.08.2026, 00:30:09;Brahmaparuss;Walki;98.039;98.041;2
02.08.2026, 00:30:09;Brahmaparuss;Zrabowane dobra;330.421.206.023 krwi;330.593.698.709 krwi;172492686
02.08.2026, 00:30:10;Gawron;Walki;57.724;57.725;1
02.08.2026, 00:30:11;lux;Walki;107.399;107.400;1
02.08.2026, 00:30:12;XTurek;Doswiadczenie;503.327.205 / 503.415.810;503.408.633 / 503.415.810;81428
02.08.2026, 00:30:12;XTurek;Sila;4390;4391;1
02.08.2026, 00:30:12;XTurek;Zrabowane dobra;916.334.408.993 mięsa;916.393.714.061 mięsa;59305068
02.08.2026, 00:30:13;Viktor;Walki;50.955;50.956;1
02.08.2026, 00:30:14;PEON;Doswiadczenie;160.362.283 / 160.410.140;160.394.306 / 160.410.140;32023
02.08.2026, 00:30:14;PEON;Charyzma;1845;1846;1
02.08.2026, 00:30:14;PEON;Zrabowane dobra;310.299.219.355 mięsa;310.329.254.312 mięsa;30034957
02.08.2026, 01:32:00;Brahmaparuss;Doswiadczenie;242.520.687 / 242.563.090;242.596.613 / 242.632.745;75926
02.08.2026, 01:32:00;Brahmaparuss;Wytrzymalosc;3326;3327;1
02.08.2026, 01:32:00;Brahmaparuss;Walki;98.041;98.042;1
02.08.2026, 01:32:00;Brahmaparuss;Zrabowane dobra;330.593.698.709 krwi;330.661.915.470 krwi;68216761
02.08.2026, 01:32:02;lux;Doswiadczenie;129.261.001 / 129.291.210;129.297.052 / 129.342.065;36051
02.08.2026, 01:32:02;lux;Zrabowane dobra;192.665.013.051 krwi;192.688.467.661 krwi;23454610
02.08.2026, 01:32:02;XTurek;Doswiadczenie;503.408.633 / 503.415.810;503.453.599 / 503.516.160;44966
02.08.2026, 01:32:02;XTurek;Zrabowane dobra;916.393.714.061 mięsa;916.470.937.468 mięsa;77223407
02.08.2026, 01:32:03;Viktor;Doswiadczenie;155.152.689 / 155.185.775;155.153.025 / 155.185.775;336
02.08.2026, 01:32:03;Viktor;Zrabowane dobra;259.087.502.042 krwi;259.088.929.202 krwi;1427160
02.08.2026, 03:08:42;Brahmaparuss;Doswiadczenie;242.596.613 / 242.632.745;242.601.378 / 242.632.745;4765
02.08.2026, 03:08:45;XTurek;Doswiadczenie;503.453.599 / 503.516.160;503.473.613 / 503.516.160;20014
02.08.2026, 03:08:45;XTurek;Zrabowane dobra;916.470.937.468 mięsa;916.494.585.813 mięsa;23648345
02.08.2026, 06:37:20;Brahmaparuss;Doswiadczenie;242.601.378 / 242.632.745;242.687.192 / 242.702.410;85814
02.08.2026, 06:37:20;Brahmaparuss;Walki;98.042;98.054;12
02.08.2026, 06:37:20;Brahmaparuss;Zrabowane dobra;330.661.915.470 krwi;330.729.559.198 krwi;67643728
02.08.2026, 06:37:22;lux;Doswiadczenie;129.297.052 / 129.342.065;129.302.138 / 129.342.065;5086
02.08.2026, 06:37:23;XTurek;Doswiadczenie;503.473.613 / 503.516.160;503.669.095 / 503.716.880;195482
02.08.2026, 06:37:23;XTurek;Zrabowane dobra;916.494.585.813 mięsa;916.693.917.769 mięsa;199331956
02.08.2026, 06:37:24;Viktor;Doswiadczenie;155.153.025 / 155.185.775;155.158.596 / 155.185.775;5571
02.08.2026, 06:37:24;Viktor;Walki;50.956;50.957;1
02.08.2026, 06:37:25;PEON;Doswiadczenie;160.394.306 / 160.410.140;160.394.307 / 160.410.140;1
02.08.2026, 06:37:25;PEON;Walki;30.837;30.838;1
02.08.2026, 09:13:44;Brahmaparuss;Doswiadczenie;242.687.192 / 242.702.410;242.862.103 / 242.911.470;174911
02.08.2026, 09:13:44;Brahmaparuss;Walki;98.054;98.067;13
02.08.2026, 09:13:44;Brahmaparuss;Zrabowane dobra;330.729.559.198 krwi;330.891.012.124 krwi;161452926
02.08.2026, 09:13:46;XTurek;Doswiadczenie;503.669.095 / 503.716.880;503.886.638 / 503.917.640;217543
02.08.2026, 09:13:46;XTurek;Zrabowane dobra;916.693.917.769 mięsa;916.999.839.685 mięsa;305921916
02.08.2026, 09:13:47;Viktor;Charyzma;1614;1615;1
02.08.2026, 09:13:47;Viktor;Walki;50.957;50.959;2
02.08.2026, 09:13:48;PEON;Doswiadczenie;160.394.307 / 160.410.140;160.449.211 / 160.466.790;54904
02.08.2026, 09:13:48;PEON;Zrabowane dobra;310.329.254.312 mięsa;310.364.742.000 mięsa;35487688
02.08.2026, 11:23:10;Brahmaparuss;Doswiadczenie;242.862.103 / 242.911.470;243.133.918 / 243.190.350;271815
02.08.2026, 11:23:10;Brahmaparuss;Walki;98.067;98.086;19
02.08.2026, 11:23:10;Brahmaparuss;Zrabowane dobra;330.891.012.124 krwi;331.163.025.154 krwi;272013030
02.08.2026, 11:23:11;Gawron;Doswiadczenie;141.775.709 / 141.783.450;141.812.184 / 141.836.705;36475
02.08.2026, 11:23:11;Gawron;Zrabowane dobra;205.021.531.633 krwi;205.045.334.761 krwi;23803128
02.08.2026, 11:23:12;lux;Doswiadczenie;129.302.138 / 129.342.065;129.304.656 / 129.342.065;2518
02.08.2026, 11:23:12;lux;Zrabowane dobra;192.688.467.661 krwi;192.697.077.021 krwi;8609360
02.08.2026, 11:23:13;XTurek;Doswiadczenie;503.886.638 / 503.917.640;504.191.030 / 504.218.860;304392
02.08.2026, 11:23:13;XTurek;Sila;4391;4393;2
02.08.2026, 11:23:13;XTurek;Zrabowane dobra;916.999.839.685 mięsa;917.722.385.100 mięsa;722545415
02.08.2026, 11:23:14;Viktor;Doswiadczenie;155.158.596 / 155.185.775;155.163.814 / 155.185.775;5218
02.08.2026, 11:23:14;Viktor;Walki;50.959;50.966;7
02.08.2026, 11:23:14;Viktor;Zrabowane dobra;259.088.929.202 krwi;259.107.152.475 krwi;18223273
02.08.2026, 11:23:15;PEON;Doswiadczenie;160.449.211 / 160.466.790;160.491.967 / 160.523.445;42756
