Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
17.09.2026, 00:37:03;Brahmaparuss;Doswiadczenie;290.285.765 / 290.329.620;290.286.036 / 290.329.620;271
17.09.2026, 00:37:03;Brahmaparuss;Walki;99.648;99.649;1
17.09.2026, 00:37:03;Brahmaparuss;Zrabowane dobra;375.178.250.867 krwi;375.179.474.248 krwi;1223381
17.09.2026, 00:37:04;Gawron;Doswiadczenie;159.522.759 / 159.561.650;159.531.624 / 159.561.650;8865
17.09.2026, 00:37:04;Gawron;Walki;58.282;58.283;1
17.09.2026, 00:37:04;Gawron;Zrabowane dobra;220.687.143.385 krwi;220.693.838.412 krwi;6695027
17.09.2026, 00:37:05;lux;Doswiadczenie;148.925.503 / 148.954.275;148.970.719 / 149.008.860;45216
17.09.2026, 00:37:05;lux;Walki;108.799;108.800;1
17.09.2026, 00:37:05;lux;Zrabowane dobra;210.197.068.551 krwi;210.247.247.590 krwi;50179039
17.09.2026, 00:37:06;XTurek;Doswiadczenie;616.172.441 / 616.283.120;616.199.152 / 616.283.120;26711
17.09.2026, 00:37:06;XTurek;Zrabowane dobra;1.035.943.983.424 mięsa;1.035.953.727.292 mięsa;9743868
17.09.2026, 00:37:07;Viktor;Doswiadczenie;160.159.226 / 160.183.660;160.159.229 / 160.183.660;3
17.09.2026, 00:37:07;Viktor;Walki;52.748;52.750;2
17.09.2026, 00:37:08;PEON;Doswiadczenie;194.633.268 / 194.694.240;194.696.423 / 194.756.645;63155
17.09.2026, 00:37:08;PEON;Obrona;3352;3353;1
17.09.2026, 00:37:08;PEON;Zrabowane dobra;338.398.911.553 mięsa;338.461.797.659 mięsa;62886106
17.09.2026, 02:53:14;Brahmaparuss;Doswiadczenie;290.286.036 / 290.329.620;290.293.672 / 290.329.620;7636
17.09.2026, 02:53:14;Brahmaparuss;Zrabowane dobra;375.179.474.248 krwi;375.179.531.220 krwi;56972
17.09.2026, 02:53:15;Gawron;Doswiadczenie;159.531.624 / 159.561.650;159.537.273 / 159.561.650;5649
17.09.2026, 02:53:16;lux;Doswiadczenie;148.970.719 / 149.008.860;148.976.178 / 149.008.860;5459
17.09.2026, 02:53:17;XTurek;Doswiadczenie;616.199.152 / 616.283.120;616.516.753 / 616.616.230;317601
17.09.2026, 02:53:17;XTurek;Wytrzymalosc;4041;4042;1
17.09.2026, 02:53:17;XTurek;Zrabowane dobra;1.035.953.727.292 mięsa;1.036.268.633.395 mięsa;314906103
17.09.2026, 02:53:19;PEON;Doswiadczenie;194.696.423 / 194.756.645;194.702.664 / 194.756.645;6241
17.09.2026, 07:33:02;Brahmaparuss;Doswiadczenie;290.293.672 / 290.329.620;290.410.053 / 290.482.040;116381
17.09.2026, 07:33:02;Brahmaparuss;Walki;99.649;99.651;2
17.09.2026, 07:33:02;Brahmaparuss;Zrabowane dobra;375.179.531.220 krwi;375.254.054.166 krwi;74522946
17.09.2026, 07:33:03;Gawron;Doswiadczenie;159.537.273 / 159.561.650;159.537.275 / 159.561.650;2
17.09.2026, 07:33:03;Gawron;Walki;58.283;58.284;1
17.09.2026, 07:33:04;lux;Doswiadczenie;148.976.178 / 149.008.860;149.377.482 / 149.391.245;401304
17.09.2026, 07:33:04;lux;Obrona;3040;3041;1
17.09.2026, 07:33:04;lux;Zwinnosc;2241;2242;1
17.09.2026, 07:33:04;lux;Walki;108.800;108.801;1
17.09.2026, 07:33:04;lux;Zrabowane dobra;210.247.247.590 krwi;210.556.014.375 krwi;308766785
17.09.2026, 07:33:05;XTurek;Doswiadczenie;616.516.753 / 616.616.230;617.138.347 / 617.171.610;621594
17.09.2026, 07:33:05;XTurek;Wytrzymalosc;4042;4044;2
17.09.2026, 07:33:05;XTurek;Zrabowane dobra;1.036.268.633.395 mięsa;1.036.941.645.161 mięsa;673011766
17.09.2026, 07:33:06;Viktor;Doswiadczenie;160.159.229 / 160.183.660;160.159.232 / 160.183.660;3
17.09.2026, 07:33:06;Viktor;Walki;52.750;52.752;2
17.09.2026, 07:33:07;PEON;Doswiadczenie;194.702.664 / 194.756.645;194.702.816 / 194.756.645;152
17.09.2026, 07:33:07;PEON;Zrabowane dobra;338.461.797.659 mięsa;338.462.479.284 mięsa;681625
17.09.2026, 12:22:09;Brahmaparuss;Doswiadczenie;290.410.053 / 290.482.040;290.417.824 / 290.482.040;7771
17.09.2026, 12:22:09;Brahmaparuss;Walki;99.651;99.653;2
