Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
23.09.2026, 00:46:20;Brahmaparuss;Doswiadczenie;296.489.465 / 296.534.705;296.577.977 / 296.611.720;88512
23.09.2026, 00:46:20;Brahmaparuss;Walki;99.814;99.816;2
23.09.2026, 00:46:20;Brahmaparuss;Zrabowane dobra;381.341.304.032 krwi;381.447.556.474 krwi;106252442
23.09.2026, 00:46:21;Gawron;Walki;58.364;58.365;1
23.09.2026, 00:46:22;lux;Doswiadczenie;154.054.253 / 154.073.555;154.057.622 / 154.073.555;3369
23.09.2026, 00:46:22;lux;Walki;108.926;108.928;2
23.09.2026, 00:46:22;lux;Zrabowane dobra;214.969.616.235 krwi;214.973.172.962 krwi;3556727
23.09.2026, 00:46:23;Viktor;Walki;52.993;52.994;1
23.09.2026, 00:46:24;PEON;Doswiadczenie;198.544.377 / 198.582.320;198.550.596 / 198.582.320;6219
23.09.2026, 00:46:24;PEON;Zrabowane dobra;341.705.695.998 mięsa;341.706.506.808 mięsa;810810
23.09.2026, 02:58:00;Brahmaparuss;Doswiadczenie;296.577.977 / 296.611.720;296.577.978 / 296.611.720;1
23.09.2026, 02:58:00;Brahmaparuss;Walki;99.816;99.817;1
23.09.2026, 02:58:01;Gawron;Doswiadczenie;164.382.902 / 164.399.510;164.388.636 / 164.399.510;5734
23.09.2026, 02:58:02;XTurek;Doswiadczenie;627.559.619 / 627.659.280;627.573.855 / 627.659.280;14236
23.09.2026, 02:58:02;XTurek;Zrabowane dobra;1.048.941.875.990 mięsa;1.048.957.359.337 mięsa;15483347
23.09.2026, 02:58:03;Viktor;Doswiadczenie;160.676.240 / 160.693.470;160.676.242 / 160.693.470;2
23.09.2026, 02:58:03;Viktor;Walki;52.994;52.995;1
23.09.2026, 02:58:04;PEON;Doswiadczenie;198.550.596 / 198.582.320;198.557.427 / 198.582.320;6831
23.09.2026, 02:58:04;PEON;Zrabowane dobra;341.706.506.808 mięsa;341.710.074.372 mięsa;3567564
23.09.2026, 07:38:06;Brahmaparuss;Doswiadczenie;296.577.978 / 296.611.720;297.040.062 / 297.074.025;462084
23.09.2026, 07:38:06;Brahmaparuss;Zwinnosc;3673;3675;2
23.09.2026, 07:38:06;Brahmaparuss;Walki;99.817;99.823;6
23.09.2026, 07:38:06;Brahmaparuss;Zrabowane dobra;381.447.556.474 krwi;381.822.665.223 krwi;375108749
23.09.2026, 07:38:07;Gawron;Doswiadczenie;164.388.636 / 164.399.510;164.759.914 / 164.801.145;371278
23.09.2026, 07:38:07;Gawron;Sila;2619;2620;1
23.09.2026, 07:38:07;Gawron;Zwinnosc;2408;2409;1
23.09.2026, 07:38:07;Gawron;Walki;58.365;58.366;1
23.09.2026, 07:38:07;Gawron;Zrabowane dobra;225.416.066.259 krwi;225.705.944.306 krwi;289878047
23.09.2026, 07:38:08;lux;Doswiadczenie;154.057.622 / 154.073.555;154.063.173 / 154.073.555;5551
23.09.2026, 07:38:08;lux;Walki;108.928;108.929;1
23.09.2026, 07:38:09;XTurek;Doswiadczenie;627.573.855 / 627.659.280;628.446.494 / 628.555.930;872639
23.09.2026, 07:38:09;XTurek;Zwinnosc;4028;4030;2
23.09.2026, 07:38:09;XTurek;Zrabowane dobra;1.048.957.359.337 mięsa;1.049.790.535.206 mięsa;833175869
23.09.2026, 07:38:10;Viktor;Doswiadczenie;160.676.242 / 160.693.470;160.676.244 / 160.693.470;2
23.09.2026, 07:38:10;Viktor;Walki;52.995;52.997;2
23.09.2026, 07:38:11;PEON;Doswiadczenie;198.557.427 / 198.582.320;198.564.402 / 198.582.320;6975
23.09.2026, 07:38:11;PEON;Zrabowane dobra;341.710.074.372 mięsa;341.714.290.584 mięsa;4216212
